credit_risk,age,amount,credit_history,duration,employment_duration,foreign_worker,housing,installment_rate,job,number_credits,other_debtors,other_installment_plans,people_liable,personal_status_sex,present_residence,property,purpose,savings,status,telephone
good,44,1163,all credits at this bank paid back duly,12,1 <= ... < 4 yrs,no,rent,< 20,skilled employee/official,1,none,none,0 to 2,male : married/widowed,>= 7 yrs,unknown / no property,others,100 <= ... < 500 DM,... >= 200 DM / salary for at least 1 year,yes (under customer name)
bad,47,1209,existing credits paid back duly till now,6,unemployed,no,rent,< 20,manager/self-empl/highly qualif. employee,1,none,none,0 to 2,male : married/widowed,>= 7 yrs,car or other,others,unknown/no savings account,... < 0 DM,yes (under customer name)
good,52,3077,no credits taken/all credits paid back duly,12,1 <= ... < 4 yrs,no,rent,25 <= ... < 35,skilled employee/official,1,none,none,0 to 2,male : married/widowed,>= 7 yrs,building soc. savings agr. / life insurance,furniture/equipment,unknown/no savings account,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,62,3757,no credits taken/all credits paid back duly,24,>= 7 yrs,no,own,< 20,skilled employee/official,1,co-applicant,none,0 to 2,female : non-single or male : single,>= 7 yrs,real estate,others,unknown/no savings account,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,35,1418,no credits taken/all credits paid back duly,10,1 <= ... < 4 yrs,yes,for free,20 <= ... < 25,unskilled - resident,1,none,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,unknown / no property,others,... < 100 DM,... >= 200 DM / salary for at least 1 year,no
good,26,3518,no credits taken/all credits paid back duly,6,1 <= ... < 4 yrs,no,for free,25 <= ... < 35,skilled employee/official,1,guarantor,none,0 to 2,male : married/widowed,4 <= ... < 7 yrs,car or other,others,unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
good,26,1934,all credits at this bank paid back duly,12,>= 7 yrs,no,rent,25 <= ... < 35,skilled employee/official,2-3,none,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,real estate,furniture/equipment,unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
bad,42,8318,delay in paying off in the past,27,>= 7 yrs,no,own,25 <= ... < 35,manager/self-empl/highly qualif. employee,2-3,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,real estate,retraining,unknown/no savings account,... < 0 DM,yes (under customer name)
good,27,1237,all credits at this bank paid back duly,6,1 <= ... < 4 yrs,no,rent,>= 35,skilled employee/official,2-3,none,none,0 to 2,female : non-single or male : single,< 1 yr,car or other,furniture/equipment,... < 100 DM,... >= 200 DM / salary for at least 1 year,no
good,38,368,no credits taken/all credits paid back duly,6,>= 7 yrs,no,rent,< 20,skilled employee/official,1,none,none,0 to 2,male : married/widowed,>= 7 yrs,car or other,furniture/equipment,... >= 1000 DM,... < 0 DM,no
good,39,2122,all credits at this bank paid back duly,12,1 <= ... < 4 yrs,yes,for free,20 <= ... < 25,unskilled - resident,2-3,none,none,3 or more,male : married/widowed,1 <= ... < 4 yrs,unknown / no property,others,unknown/no savings account,no checking account,no
bad,20,2996,no credits taken/all credits paid back duly,24,1 <= ... < 4 yrs,no,rent,25 <= ... < 35,skilled employee/official,1,none,none,0 to 2,female : single,>= 7 yrs,building soc. savings agr. / life insurance,car (used),... >= 1000 DM,no checking account,no
bad,29,9034,no credits taken/all credits paid back duly,36,< 1 yr,no,for free,< 20,manager/self-empl/highly qualif. employee,1,co-applicant,none,0 to 2,male : married/widowed,< 1 yr,real estate,car (used),... < 100 DM,... < 0 DM,yes (under customer name)
good,40,1585,all credits at this bank paid back duly,24,4 <= ... < 7 yrs,no,rent,< 20,skilled employee/official,2-3,none,none,0 to 2,male : married/widowed,4 <= ... < 7 yrs,car or other,car (used),unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
good,32,1301,no credits taken/all credits paid back duly,18,>= 7 yrs,no,rent,< 20,unskilled - resident,1,guarantor,none,0 to 2,female : single,1 <= ... < 4 yrs,unknown / no property,furniture/equipment,unknown/no savings account,... < 0 DM,no
good,28,1323,all credits at this bank paid back duly,6,>= 7 yrs,no,rent,25 <= ... < 35,skilled employee/official,2-3,none,none,3 or more,male : divorced/separated,>= 7 yrs,building soc. savings agr. / life insurance,others,... < 100 DM,0<= ... < 200 DM,yes (under customer name)
bad,27,3123,no credits taken/all credits paid back duly,24,< 1 yr,no,rent,< 20,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,< 1 yr,car or other,others,unknown/no savings account,no checking account,no
good,42,5493,no credits taken/all credits paid back duly,36,>= 7 yrs,no,own,25 <= ... < 35,skilled employee/official,1,none,none,3 or more,male : married/widowed,>= 7 yrs,real estate,car (new),unknown/no savings account,no checking account,no
good,49,1126,no credits taken/all credits paid back duly,9,>= 7 yrs,no,rent,25 <= ... < 35,skilled employee/official,1,none,none,0 to 2,male : divorced/separated,>= 7 yrs,unknown / no property,furniture/equipment,... < 100 DM,0<= ... < 200 DM,no
bad,38,1216,all credits at this bank paid back duly,24,< 1 yr,no,rent,< 20,skilled employee/official,2-3,none,bank,3 or more,male : married/widowed,>= 7 yrs,real estate,furniture/equipment,... < 100 DM,... < 0 DM,no
bad,24,1207,no credits taken/all credits paid back duly,24,< 1 yr,no,for free,< 20,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,car or other,others,unknown/no savings account,no checking account,no
bad,27,1309,no credits taken/all credits paid back duly,10,1 <= ... < 4 yrs,no,rent,< 20,unskilled - resident,1,guarantor,none,0 to 2,male : married/widowed,>= 7 yrs,car or other,others,... >= 1000 DM,... >= 200 DM / salary for at least 1 year,no
good,36,2360,all credits at this bank paid back duly,15,1 <= ... < 4 yrs,no,rent,25 <= ... < 35,skilled employee/official,1,none,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,car (new),100 <= ... < 500 DM,0<= ... < 200 DM,yes (under customer name)
bad,34,6850,critical account/other credits elsewhere,15,unemployed,no,rent,>= 35,manager/self-empl/highly qualif. employee,1,none,none,3 or more,male : married/widowed,1 <= ... < 4 yrs,car or other,others,... < 100 DM,... < 0 DM,yes (under customer name)
good,28,1413,no credits taken/all credits paid back duly,24,1 <= ... < 4 yrs,no,rent,< 20,skilled employee/official,1,none,none,0 to 2,female : single,1 <= ... < 4 yrs,car or other,furniture/equipment,unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
good,45,8588,no credits taken/all credits paid back duly,39,>= 7 yrs,no,rent,< 20,manager/self-empl/highly qualif. employee,1,none,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,car (new),... < 100 DM,... >= 200 DM / salary for at least 1 year,yes (under customer name)
bad,26,759,no credits taken/all credits paid back duly,12,4 <= ... < 7 yrs,no,rent,< 20,skilled employee/official,1,none,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,unknown / no property,others,unknown/no savings account,no checking account,no
good,32,4686,no credits taken/all credits paid back duly,36,1 <= ... < 4 yrs,no,own,25 <= ... < 35,manager/self-empl/highly qualif. employee,1,none,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,real estate,car (new),unknown/no savings account,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,26,2687,no credits taken/all credits paid back duly,15,4 <= ... < 7 yrs,no,for free,25 <= ... < 35,skilled employee/official,1,none,none,0 to 2,male : married/widowed,>= 7 yrs,car or other,retraining,unknown/no savings account,0<= ... < 200 DM,yes (under customer name)
good,20,585,existing credits paid back duly till now,12,1 <= ... < 4 yrs,no,for free,< 20,skilled employee/official,2-3,co-applicant,none,0 to 2,female : single,>= 7 yrs,unknown / no property,furniture/equipment,unknown/no savings account,... < 0 DM,no
good,54,2255,no credits taken/all credits paid back duly,24,< 1 yr,no,rent,< 20,skilled employee/official,1,none,none,0 to 2,male : married/widowed,< 1 yr,car or other,others,... >= 1000 DM,... >= 200 DM / salary for at least 1 year,no
good,37,609,all credits at this bank paid back duly,6,4 <= ... < 7 yrs,yes,rent,< 20,skilled employee/official,2-3,none,none,0 to 2,female : non-single or male : single,4 <= ... < 7 yrs,car or other,others,unknown/no savings account,no checking account,no
good,40,1361,all credits at this bank paid back duly,6,< 1 yr,yes,rent,25 <= ... < 35,unskilled - resident,1,none,none,3 or more,male : married/widowed,>= 7 yrs,unknown / no property,others,unknown/no savings account,no checking account,no
bad,23,7127,all credits at this bank paid back duly,36,< 1 yr,no,for free,25 <= ... < 35,skilled employee/official,2-3,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,car or other,car (used),unknown/no savings account,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,43,1203,no credits taken/all credits paid back duly,6,>= 7 yrs,no,rent,20 <= ... < 25,skilled employee/official,1,none,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,car or other,others,... < 100 DM,no checking account,yes (under customer name)
good,36,700,all credits at this bank paid back duly,6,>= 7 yrs,no,own,< 20,skilled employee/official,2-3,none,none,0 to 2,male : married/widowed,>= 7 yrs,real estate,furniture/equipment,... >= 1000 DM,... >= 200 DM / salary for at least 1 year,no
good,44,5507,all credits at this bank paid back duly,24,>= 7 yrs,no,own,20 <= ... < 25,skilled employee/official,2-3,none,none,0 to 2,male : married/widowed,>= 7 yrs,real estate,domestic appliances,unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
bad,24,3190,no credits taken/all credits paid back duly,18,1 <= ... < 4 yrs,no,rent,25 <= ... < 35,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,1 <= ... < 4 yrs,unknown / no property,furniture/equipment,unknown/no savings account,no checking account,no
bad,53,7119,delay in paying off in the past,48,1 <= ... < 4 yrs,no,own,20 <= ... < 25,skilled employee/official,2-3,none,none,3 or more,male : married/widowed,>= 7 yrs,real estate,car (used),unknown/no savings account,no checking account,no
good,23,3488,no credits taken/all credits paid back duly,24,4 <= ... < 7 yrs,no,rent,20 <= ... < 25,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,building soc. savings agr. / life insurance,car (new),... < 100 DM,... >= 200 DM / salary for at least 1 year,no
good,26,1113,no credits taken/all credits paid back duly,18,1 <= ... < 4 yrs,no,rent,< 20,unskilled - resident,1,guarantor,none,3 or more,female : non-single or male : single,>= 7 yrs,unknown / no property,furniture/equipment,unknown/no savings account,... < 0 DM,no
good,30,7966,no credits taken/all credits paid back duly,26,< 1 yr,no,rent,25 <= ... < 35,skilled employee/official,2-3,none,none,0 to 2,male : married/widowed,4 <= ... < 7 yrs,building soc. savings agr. / life insurance,car (new),unknown/no savings account,... < 0 DM,no
good,31,1532,all credits at this bank paid back duly,15,1 <= ... < 4 yrs,no,rent,< 20,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,4 <= ... < 7 yrs,building soc. savings agr. / life insurance,repairs,... < 100 DM,... >= 200 DM / salary for at least 1 year,no
good,42,1503,all credits at this bank paid back duly,4,4 <= ... < 7 yrs,no,rent,25 <= ... < 35,unskilled - resident,2-3,none,none,3 or more,male : married/widowed,< 1 yr,unknown / no property,furniture/equipment,unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
bad,31,2302,no credits taken/all credits paid back duly,36,1 <= ... < 4 yrs,no,for free,< 20,skilled employee/official,1,none,none,0 to 2,male : divorced/separated,>= 7 yrs,building soc. savings agr. / life insurance,furniture/equipment,unknown/no savings account,no checking account,no
good,41,662,no credits taken/all credits paid back duly,6,< 1 yr,no,rent,20 <= ... < 25,unskilled - resident,1,none,none,3 or more,male : married/widowed,>= 7 yrs,unknown / no property,others,unknown/no savings account,no checking account,yes (under customer name)
good,32,2273,no credits taken/all credits paid back duly,36,4 <= ... < 7 yrs,no,rent,20 <= ... < 25,skilled employee/official,2-3,none,none,3 or more,male : married/widowed,< 1 yr,building soc. savings agr. / life insurance,repairs,unknown/no savings account,... < 0 DM,no
bad,28,2631,no credits taken/all credits paid back duly,15,1 <= ... < 4 yrs,no,for free,25 <= ... < 35,skilled employee/official,2-3,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,building soc. savings agr. / life insurance,others,... < 100 DM,... < 0 DM,yes (under customer name)
good,41,1503,existing credits paid back duly till now,12,1 <= ... < 4 yrs,no,for free,< 20,skilled employee/official,1,none,none,0 to 2,female : single,>= 7 yrs,unknown / no property,car (new),unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
good,26,1311,no credits taken/all credits paid back duly,24,4 <= ... < 7 yrs,no,rent,< 20,skilled employee/official,1,none,none,0 to 2,female : single,4 <= ... < 7 yrs,car or other,furniture/equipment,... < 100 DM,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,25,3105,no credits taken/all credits paid back duly,24,< 1 yr,no,rent,< 20,skilled employee/official,2-3,none,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,furniture/equipment,... >= 1000 DM,... >= 200 DM / salary for at least 1 year,no
bad,33,2319,all credits at this bank paid back duly,21,< 1 yr,no,for free,25 <= ... < 35,skilled employee/official,1,none,none,0 to 2,male : divorced/separated,< 1 yr,building soc. savings agr. / life insurance,repairs,unknown/no savings account,0<= ... < 200 DM,no
good,75,1374,no credits taken/all credits paid back duly,6,unemployed,no,rent,< 20,manager/self-empl/highly qualif. employee,1,none,none,0 to 2,female : non-single or male : single,4 <= ... < 7 yrs,car or other,others,... >= 1000 DM,no checking account,yes (under customer name)
good,37,3612,all credits at this bank paid back duly,18,>= 7 yrs,no,rent,20 <= ... < 25,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,car or other,car (used),unknown/no savings account,... < 0 DM,yes (under customer name)
bad,42,7763,no credits taken/all credits paid back duly,48,>= 7 yrs,no,own,< 20,manager/self-empl/highly qualif. employee,1,none,bank,0 to 2,male : married/widowed,>= 7 yrs,real estate,others,unknown/no savings account,no checking account,no
good,45,3049,no credits taken/all credits paid back duly,18,< 1 yr,no,rent,>= 35,unskilled - resident,1,none,stores,0 to 2,female : non-single or male : single,< 1 yr,car or other,car (used),unknown/no savings account,0<= ... < 200 DM,no
bad,23,1534,no credits taken/all credits paid back duly,12,< 1 yr,no,for free,>= 35,skilled employee/official,1,none,none,0 to 2,female : single,< 1 yr,unknown / no property,furniture/equipment,unknown/no savings account,... < 0 DM,no
good,60,2032,existing credits paid back duly till now,24,>= 7 yrs,no,own,< 20,skilled employee/official,2-3,none,none,0 to 2,male : married/widowed,>= 7 yrs,real estate,others,unknown/no savings account,... >= 200 DM / salary for at least 1 year,yes (under customer name)
bad,31,6350,no credits taken/all credits paid back duly,30,>= 7 yrs,no,rent,< 20,skilled employee/official,1,none,none,0 to 2,male : married/widowed,>= 7 yrs,car or other,car (used),... >= 1000 DM,no checking account,no
bad,34,2864,no credits taken/all credits paid back duly,18,1 <= ... < 4 yrs,no,rent,25 <= ... < 35,unskilled - resident,1,none,none,3 or more,male : married/widowed,< 1 yr,unknown / no property,car (used),unknown/no savings account,0<= ... < 200 DM,no
good,61,1255,all credits at this bank paid back duly,12,>= 7 yrs,no,rent,< 20,unskilled - resident,2-3,none,none,0 to 2,male : married/widowed,>= 7 yrs,unknown / no property,others,unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
bad,43,1333,existing credits paid back duly till now,24,unemployed,no,own,< 20,skilled employee/official,2-3,none,none,3 or more,male : married/widowed,1 <= ... < 4 yrs,unknown / no property,others,unknown/no savings account,no checking account,no
good,37,2022,all credits at this bank paid back duly,24,1 <= ... < 4 yrs,no,rent,< 20,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,building soc. savings agr. / life insurance,others,unknown/no savings account,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,32,1552,no credits taken/all credits paid back duly,24,4 <= ... < 7 yrs,no,rent,20 <= ... < 25,skilled employee/official,1,none,bank,3 or more,male : married/widowed,< 1 yr,building soc. savings agr. / life insurance,furniture/equipment,unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
bad,24,626,critical account/other credits elsewhere,12,1 <= ... < 4 yrs,no,rent,< 20,unskilled - resident,1,none,bank,0 to 2,female : non-single or male : single,>= 7 yrs,unknown / no property,furniture/equipment,unknown/no savings account,no checking account,no
good,35,8858,all credits at this bank paid back duly,48,4 <= ... < 7 yrs,no,own,25 <= ... < 35,skilled employee/official,2-3,none,none,0 to 2,male : married/widowed,< 1 yr,real estate,car (new),... >= 1000 DM,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,23,996,all credits at this bank paid back duly,12,4 <= ... < 7 yrs,no,rent,< 20,skilled employee/official,2-3,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,unknown / no property,domestic appliances,... >= 1000 DM,... >= 200 DM / salary for at least 1 year,no
good,45,1750,critical account/other credits elsewhere,6,>= 7 yrs,no,rent,25 <= ... < 35,unskilled - resident,1,none,bank,3 or more,male : married/widowed,>= 7 yrs,car or other,furniture/equipment,100 <= ... < 500 DM,... >= 200 DM / salary for at least 1 year,no
bad,34,6999,no credits taken/all credits paid back duly,48,4 <= ... < 7 yrs,no,rent,>= 35,skilled employee/official,2-3,guarantor,none,0 to 2,female : single,< 1 yr,unknown / no property,furniture/equipment,unknown/no savings account,no checking account,yes (under customer name)
good,27,1995,all credits at this bank paid back duly,12,< 1 yr,no,rent,< 20,skilled employee/official,1,none,none,0 to 2,male : married/widowed,< 1 yr,building soc. savings agr. / life insurance,others,... < 100 DM,... < 0 DM,no
good,67,1199,no credits taken/all credits paid back duly,9,4 <= ... < 7 yrs,no,rent,< 20,manager/self-empl/highly qualif. employee,2-3,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,car or other,repairs,unknown/no savings account,... < 0 DM,yes (under customer name)
bad,22,1331,no credits taken/all credits paid back duly,12,< 1 yr,no,rent,25 <= ... < 35,skilled employee/official,1,none,stores,0 to 2,male : married/widowed,< 1 yr,building soc. savings agr. / life insurance,furniture/equipment,unknown/no savings account,... < 0 DM,no
bad,28,2278,delay in paying off in the past,18,< 1 yr,no,rent,20 <= ... < 25,skilled employee/official,2-3,none,none,0 to 2,female : non-single or male : single,4 <= ... < 7 yrs,building soc. savings agr. / life insurance,others,... < 100 DM,... < 0 DM,no
bad,29,5003,delay in paying off in the past,21,1 <= ... < 4 yrs,no,rent,>= 35,skilled employee/official,2-3,none,bank,0 to 2,female : non-single or male : single,>= 7 yrs,car or other,others,... >= 1000 DM,... >= 200 DM / salary for at least 1 year,yes (under customer name)
bad,27,3552,critical account/other credits elsewhere,24,4 <= ... < 7 yrs,no,rent,20 <= ... < 25,skilled employee/official,1,none,bank,0 to 2,male : married/widowed,>= 7 yrs,building soc. savings agr. / life insurance,car (used),unknown/no savings account,no checking account,no
bad,31,1928,all credits at this bank paid back duly,18,< 1 yr,no,rent,25 <= ... < 35,unskilled - resident,2-3,none,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,unknown / no property,car (used),unknown/no savings account,... < 0 DM,no
good,49,2964,no credits taken/all credits paid back duly,24,>= 7 yrs,no,own,< 20,skilled employee/official,1,none,bank,3 or more,male : married/widowed,>= 7 yrs,real estate,car (new),... >= 1000 DM,no checking account,yes (under customer name)
bad,24,1546,critical account/other credits elsewhere,24,4 <= ... < 7 yrs,no,for free,< 20,unskilled - resident,1,guarantor,bank,0 to 2,male : married/widowed,>= 7 yrs,building soc. savings agr. / life insurance,furniture/equipment,unknown/no savings account,no checking account,no
good,29,683,existing credits paid back duly till now,6,< 1 yr,no,rent,25 <= ... < 35,skilled employee/official,1,none,bank,0 to 2,female : non-single or male : single,< 1 yr,car or other,furniture/equipment,unknown/no savings account,0<= ... < 200 DM,no
bad,37,12389,no credits taken/all credits paid back duly,36,1 <= ... < 4 yrs,no,own,>= 35,skilled employee/official,1,none,none,0 to 2,male : married/widowed,>= 7 yrs,real estate,others,... >= 1000 DM,... < 0 DM,yes (under customer name)
good,37,4712,existing credits paid back duly till now,24,1 <= ... < 4 yrs,no,rent,< 20,manager/self-empl/highly qualif. employee,2-3,none,bank,0 to 2,male : married/widowed,1 <= ... < 4 yrs,car or other,retraining,... >= 1000 DM,... < 0 DM,yes (under customer name)
good,23,1553,existing credits paid back duly till now,24,4 <= ... < 7 yrs,no,for free,20 <= ... < 25,skilled employee/official,2-3,none,none,0 to 2,female : non-single or male : single,1 <= ... < 4 yrs,car or other,furniture/equipment,... < 100 DM,... < 0 DM,yes (under customer name)
bad,36,1372,no credits taken/all credits paid back duly,12,4 <= ... < 7 yrs,no,rent,25 <= ... < 35,skilled employee/official,1,none,none,0 to 2,male : divorced/separated,4 <= ... < 7 yrs,building soc. savings agr. / life insurance,others,unknown/no savings account,no checking account,no
good,34,2578,all credits at this bank paid back duly,24,>= 7 yrs,no,rent,25 <= ... < 35,skilled employee/official,1,none,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,furniture/equipment,500 <= ... < 1000 DM,... >= 200 DM / salary for at least 1 year,no
good,41,3979,no credits taken/all credits paid back duly,48,4 <= ... < 7 yrs,no,rent,< 20,skilled employee/official,2-3,none,none,3 or more,male : married/widowed,< 1 yr,building soc. savings agr. / life insurance,furniture/equipment,... >= 1000 DM,... < 0 DM,yes (under customer name)
bad,31,6758,no credits taken/all credits paid back duly,48,1 <= ... < 4 yrs,no,rent,20 <= ... < 25,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,furniture/equipment,unknown/no savings account,no checking account,yes (under customer name)
bad,23,3234,no credits taken/all credits paid back duly,24,< 1 yr,no,for free,< 20,unskilled - resident,1,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,unknown / no property,car (used),unknown/no savings account,no checking account,yes (under customer name)
good,38,5954,all credits at this bank paid back duly,30,4 <= ... < 7 yrs,no,rent,20 <= ... < 25,skilled employee/official,1,co-applicant,none,0 to 2,male : married/widowed,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,furniture/equipment,unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
good,26,5433,no credits taken/all credits paid back duly,24,unemployed,no,for free,25 <= ... < 35,manager/self-empl/highly qualif. employee,1,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,car or other,car (new),... >= 1000 DM,... >= 200 DM / salary for at least 1 year,yes (under customer name)
good,22,806,no credits taken/all credits paid back duly,15,1 <= ... < 4 yrs,no,rent,< 20,unskilled - resident,1,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,car or other,retraining,unknown/no savings account,no checking account,no
good,27,1082,no credits taken/all credits paid back duly,9,>= 7 yrs,no,rent,< 20,unskilled - resident,2-3,none,none,0 to 2,male : married/widowed,>= 7 yrs,building soc. savings agr. / life insurance,furniture/equipment,unknown/no savings account,... < 0 DM,no
good,24,2788,all credits at this bank paid back duly,15,4 <= ... < 7 yrs,no,rent,25 <= ... < 35,skilled employee/official,2-3,co-applicant,bank,0 to 2,female : non-single or male : single,4 <= ... < 7 yrs,building soc. savings agr. / life insurance,car (used),unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
good,27,2930,no credits taken/all credits paid back duly,12,4 <= ... < 7 yrs,no,rent,25 <= ... < 35,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,< 1 yr,unknown / no property,furniture/equipment,unknown/no savings account,... < 0 DM,no
good,33,1927,all credits at this bank paid back duly,24,1 <= ... < 4 yrs,no,rent,20 <= ... < 25,skilled employee/official,2-3,none,none,0 to 2,female : non-single or male : single,1 <= ... < 4 yrs,building soc. savings agr. / life insurance,repairs,... >= 1000 DM,... >= 200 DM / salary for at least 1 year,yes (under customer name)
bad,27,2820,all credits at this bank paid back duly,36,< 1 yr,no,rent,< 20,skilled employee/official,2-3,none,none,0 to 2,male : divorced/separated,>= 7 yrs,building soc. savings agr. / life insurance,others,unknown/no savings account,... < 0 DM,no
good,27,937,no credits taken/all credits paid back duly,24,< 1 yr,no,rent,< 20,unskilled - resident,2-3,none,none,0 to 2,female : single,4 <= ... < 7 yrs,building soc. savings agr. / life insurance,vacation,unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
bad,30,1056,all credits at this bank paid back duly,18,>= 7 yrs,no,rent,20 <= ... < 25,skilled employee/official,2-3,guarantor,bank,0 to 2,male : married/widowed,4 <= ... < 7 yrs,unknown / no property,others,unknown/no savings account,... < 0 DM,no
good,49,3124,all credits at this bank paid back duly,12,< 1 yr,no,rent,>= 35,unskilled - resident,2-3,none,bank,3 or more,male : married/widowed,4 <= ... < 7 yrs,unknown / no property,others,unknown/no savings account,... < 0 DM,no
good,26,1388,no credits taken/all credits paid back duly,9,1 <= ... < 4 yrs,no,for free,< 20,skilled employee/official,1,none,none,0 to 2,female : non-single or male : single,1 <= ... < 4 yrs,unknown / no property,car (used),unknown/no savings account,... >= 200 DM / salary for at least 1 year,no
bad,33,2384,no credits taken/all credits paid back duly,36,< 1 yr,no,for free,< 20,unskilled - resident,1,none,none,0 to 2,male : married/widowed,< 1 yr,real estate,domestic appliances,unknown/no savings account,... < 0 DM,no
good,52,2133,no credits taken/all credits paid back duly,12,>= 7 yrs,no,own,< 20,manager/self-empl/highly qualif. employee,1,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,real estate,others,... >= 1000 DM,... >= 200 DM / salary for at least 1 year,yes (under customer name)
bad,20,2039,no credits taken/all credits paid back duly,18,1 <= ... < 4 yrs,no,for free,>= 35,skilled employee/official,1,none,bank,0 to 2,female : non-single or male : single,>= 7 yrs,unknown / no property,car (used),unknown/no savings account,no checking account,no
good,36,2799,all credits at this bank paid back duly,9,1 <= ... < 4 yrs,no,for free,25 <= ... < 35,skilled employee/official,2-3,none,none,3 or more,male : married/widowed,1 <= ... < 4 yrs,unknown / no property,others,unknown/no savings account,no checking account,no
good,21,1289,no credits taken/all credits paid back duly,12,1 <= ... < 4 yrs,no,rent,< 20,unskilled - resident,1,guarantor,none,0 to 2,male : married/widowed,< 1 yr,car or other,car (used),unknown/no savings account,no checking account,no
bad,47,1217,no credits taken/all credits paid back duly,18,1 <= ... < 4 yrs,no,rent,< 20,unskilled - resident,1,none,none,0 to 2,female : single,4 <= ... < 7 yrs,unknown / no property,radio/television,unknown/no savings account,no checking account,yes (under customer name)
bad,60,2246,all credits at this bank paid back duly,12,>= 7 yrs,no,rent,20 <= ... < 25,skilled employee/official,2-3,none,none,0 to 2,male : married/widowed,4 <= ... < 7 yrs,car or other,car (used),unknown/no savings account,no checking account,no
good,58,385,all credits at this bank paid back duly,12,4 <= ... < 7 yrs,no,rent,< 20,unskilled - resident,>= 6,none,none,0 to 2,female : non-single or male : single,4 <= ... < 7 yrs,unknown / no property,furniture/equipment,unknown/no savings account,no checking account,yes (under customer name)
good,42,1965,existing credits paid back duly till now,24,1 <= ... < 4 yrs,no,for free,< 20,skilled employee/official,2-3,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,building soc. savings agr. / life insurance,others,... >= 1000 DM,... < 0 DM,yes (under customer name)
good,36,1572,no credits taken/all credits paid back duly,21,>= 7 yrs,no,rent,< 20,unskilled - resident,1,none,bank,0 to 2,female : non-single or male : single,>= 7 yrs,unknown / no property,retraining,500 <= ... < 1000 DM,... >= 200 DM / salary for at least 1 year,no
bad,20,2718,no credits taken/all credits paid back duly,24,1 <= ... < 4 yrs,no,for free,20 <= ... < 25,unskilled - resident,1,none,none,0 to 2,female : non-single or male : single,>= 7 yrs,car or other,others,unknown/no savings account,... < 0 DM,yes (under customer name)
bad,40,1358,critical account/other credits elsewhere,24,>= 7 yrs,no,rent,< 20,manager/self-empl/highly qualif. employee,1,none,stores,0 to 2,male : married/widowed,4 <= ... < 7 yrs,building soc. savings agr. / life insurance,business,... >= 1000 DM,no checking account,yes (under customer name)
