instant,dteday,year,season,month,weekday,holiday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
587,2012-08-09,2012,fall,August,Thursday,0,1,Good,31,35,62,10,1196,6090,7286
588,2012-08-10,2012,fall,August,Friday,0,1,Clouds/Mist,29,33,72,16,1065,4721,5786
589,2012-08-11,2012,fall,August,Saturday,0,0,Clouds/Mist,28,32,73,14,2247,4052,6299
590,2012-08-12,2012,fall,August,Sunday,0,0,Good,29,32,53,8,2182,4362,6544
591,2012-08-13,2012,fall,August,Monday,0,1,Good,30,33,55,9,1207,5676,6883
592,2012-08-14,2012,fall,August,Tuesday,0,1,Good,30,34,69,11,1128,5656,6784
593,2012-08-15,2012,fall,August,Wednesday,0,1,Good,29,33,62,11,1198,6149,7347
594,2012-08-16,2012,fall,August,Thursday,0,1,Good,29,33,52,10,1338,6267,7605
595,2012-08-17,2012,fall,August,Friday,0,1,Good,30,12,57,16,1483,5665,7148
596,2012-08-18,2012,fall,August,Saturday,0,0,Good,28,31,60,12,2827,5038,7865
597,2012-08-19,2012,fall,August,Sunday,0,0,Clouds/Mist,26,30,71,6,1208,3341,4549
598,2012-08-20,2012,fall,August,Monday,0,1,Clouds/Mist,26,30,73,9,1026,5504,6530
599,2012-08-21,2012,fall,August,Tuesday,0,1,Good,27,30,67,5,1081,5925,7006
600,2012-08-22,2012,fall,August,Wednesday,0,1,Good,27,31,68,5,1094,6281,7375
601,2012-08-23,2012,fall,August,Thursday,0,1,Good,29,32,64,6,1363,6402,7765
602,2012-08-24,2012,fall,August,Friday,0,1,Clouds/Mist,29,32,62,5,1325,6257,7582
603,2012-08-25,2012,fall,August,Saturday,0,0,Clouds/Mist,27,31,71,16,1829,4224,6053
604,2012-08-26,2012,fall,August,Sunday,0,0,Clouds/Mist,27,30,85,15,1483,3772,5255
605,2012-08-27,2012,fall,August,Monday,0,1,Good,29,33,73,9,989,5928,6917
606,2012-08-28,2012,fall,August,Tuesday,0,1,Good,30,33,62,13,935,6105,7040
607,2012-08-29,2012,fall,August,Wednesday,0,1,Good,28,32,55,8,1177,6520,7697
608,2012-08-30,2012,fall,August,Thursday,0,1,Good,29,33,59,5,1172,6541,7713
609,2012-08-31,2012,fall,August,Friday,0,1,Good,31,34,59,11,1433,5917,7350
610,2012-09-01,2012,fall,September,Saturday,0,0,Clouds/Mist,31,35,64,8,2352,3788,6140
611,2012-09-02,2012,fall,September,Sunday,0,0,Clouds/Mist,29,32,82,4,2613,3197,5810
612,2012-09-03,2012,fall,September,Monday,1,0,Good,29,33,79,10,1965,4069,6034
613,2012-09-04,2012,fall,September,Tuesday,0,1,Good,30,34,76,16,867,5997,6864
614,2012-09-05,2012,fall,September,Wednesday,0,1,Good,30,35,74,13,832,6280,7112
615,2012-09-06,2012,fall,September,Thursday,0,1,Clouds/Mist,29,33,81,10,611,5592,6203
616,2012-09-07,2012,fall,September,Friday,0,1,Good,29,33,74,12,1045,6459,7504
617,2012-09-08,2012,fall,September,Saturday,0,0,Clouds/Mist,27,31,80,19,1557,4419,5976
618,2012-09-09,2012,fall,September,Sunday,0,0,Good,25,29,55,15,2570,5657,8227
619,2012-09-10,2012,fall,September,Monday,0,1,Good,24,28,50,17,1118,6407,7525
620,2012-09-11,2012,fall,September,Tuesday,0,1,Good,24,28,52,6,1070,6697,7767
621,2012-09-12,2012,fall,September,Wednesday,0,1,Good,25,29,58,9,1050,6820,7870
622,2012-09-13,2012,fall,September,Thursday,0,1,Good,25,29,64,6,1054,6750,7804
623,2012-09-14,2012,fall,September,Friday,0,1,Good,26,30,67,7,1379,6630,8009
624,2012-09-15,2012,fall,September,Saturday,0,0,Good,25,29,50,17,3160,5554,8714
625,2012-09-16,2012,fall,September,Sunday,0,0,Good,24,28,57,6,2166,5167,7333
626,2012-09-17,2012,fall,September,Monday,0,1,Clouds/Mist,24,28,73,10,1022,5847,6869
627,2012-09-18,2012,fall,September,Tuesday,0,1,Clouds/Mist,26,28,87,24,371,3702,4073
628,2012-09-19,2012,fall,September,Wednesday,0,1,Good,23,27,54,14,788,6803,7591
629,2012-09-20,2012,fall,September,Thursday,0,1,Good,22,27,62,8,939,6781,7720
630,2012-09-21,2012,fall,September,Friday,0,1,Good,25,29,67,10,1250,6917,8167
631,2012-09-22,2012,fall,September,Saturday,0,0,Good,27,31,65,19,2512,5883,8395
632,2012-09-23,2012,winter,September,Sunday,0,0,Good,22,26,47,15,2454,5453,7907
633,2012-09-24,2012,winter,September,Monday,0,1,Good,21,25,49,10,1001,6435,7436
634,2012-09-25,2012,winter,September,Tuesday,0,1,Good,23,27,57,16,845,6693,7538
635,2012-09-26,2012,winter,September,Wednesday,0,1,Good,26,30,63,16,787,6946,7733
636,2012-09-27,2012,winter,September,Thursday,0,1,Clouds/Mist,27,30,69,9,751,6642,7393
637,2012-09-28,2012,winter,September,Friday,0,1,Clouds/Mist,25,29,69,11,1045,6370,7415
638,2012-09-29,2012,winter,September,Saturday,0,0,Good,22,27,54,15,2589,5966,8555
639,2012-09-30,2012,winter,September,Sunday,0,0,Good,22,26,58,9,2015,4874,6889
640,2012-10-01,2012,winter,October,Monday,0,1,Clouds/Mist,21,26,65,6,763,6015,6778
641,2012-10-02,2012,winter,October,Tuesday,0,1,Rain/Snow/Storm,24,27,87,7,315,4324,4639
642,2012-10-03,2012,winter,October,Wednesday,0,1,Clouds/Mist,27,30,79,4,728,6844,7572
643,2012-10-04,2012,winter,October,Thursday,0,1,Clouds/Mist,27,30,72,8,891,6437,7328
644,2012-10-05,2012,winter,October,Friday,0,1,Good,25,29,63,7,1516,6640,8156
645,2012-10-06,2012,winter,October,Saturday,0,0,Good,23,27,66,18,3031,4934,7965
646,2012-10-07,2012,winter,October,Sunday,0,0,Clouds/Mist,17,21,71,9,781,2729,3510
647,2012-10-08,2012,winter,October,Monday,1,0,Clouds/Mist,16,19,71,13,874,4604,5478
648,2012-10-09,2012,winter,October,Tuesday,0,1,Clouds/Mist,18,22,76,13,601,5791,6392
649,2012-10-10,2012,winter,October,Wednesday,0,1,Good,21,25,63,13,780,6911,7691
650,2012-10-11,2012,winter,October,Thursday,0,1,Good,18,22,46,12,834,6736,7570
651,2012-10-12,2012,winter,October,Friday,0,1,Good,18,22,54,16,1060,6222,7282
652,2012-10-13,2012,winter,October,Saturday,0,0,Good,16,20,49,10,2252,4857,7109
653,2012-10-14,2012,winter,October,Sunday,0,0,Good,21,25,64,19,2080,4559,6639
654,2012-10-15,2012,winter,October,Monday,0,1,Clouds/Mist,23,27,71,20,760,5115,5875
655,2012-10-16,2012,winter,October,Tuesday,0,1,Good,19,23,56,12,922,6612,7534
656,2012-10-17,2012,winter,October,Wednesday,0,1,Good,19,23,69,7,979,6482,7461
657,2012-10-18,2012,winter,October,Thursday,0,1,Clouds/Mist,21,26,73,16,1008,6501,7509
658,2012-10-19,2012,winter,October,Friday,0,1,Clouds/Mist,23,27,82,9,753,4671,5424
659,2012-10-20,2012,winter,October,Saturday,0,0,Good,20,24,57,8,2806,5284,8090
660,2012-10-21,2012,winter,October,Sunday,0,0,Good,19,23,51,11,2132,4692,6824
661,2012-10-22,2012,winter,October,Monday,0,1,Good,20,24,57,5,830,6228,7058
662,2012-10-23,2012,winter,October,Tuesday,0,1,Good,22,27,64,6,841,6625,7466
663,2012-10-24,2012,winter,October,Wednesday,0,1,Good,24,28,64,5,795,6898,7693
664,2012-10-25,2012,winter,October,Thursday,0,1,Clouds/Mist,23,26,80,8,875,6484,7359
665,2012-10-26,2012,winter,October,Friday,0,1,Clouds/Mist,22,26,81,9,1182,6262,7444
666,2012-10-27,2012,winter,October,Saturday,0,0,Clouds/Mist,22,26,72,16,2643,5209,7852
667,2012-10-28,2012,winter,October,Sunday,0,0,Clouds/Mist,20,23,69,27,998,3461,4459
668,2012-10-29,2012,winter,October,Monday,0,1,Rain/Snow/Storm,18,22,88,24,2,20,22
669,2012-10-30,2012,winter,October,Tuesday,0,1,Clouds/Mist,13,15,83,14,87,1009,1096
670,2012-10-31,2012,winter,October,Wednesday,0,1,Clouds/Mist,15,18,67,11,419,5147,5566
671,2012-11-01,2012,winter,November,Thursday,0,1,Clouds/Mist,15,18,58,11,466,5520,5986
672,2012-11-02,2012,winter,November,Friday,0,1,Good,15,18,52,18,618,5229,5847
673,2012-11-03,2012,winter,November,Saturday,0,0,Clouds/Mist,14,16,49,18,1029,4109,5138
674,2012-11-04,2012,winter,November,Sunday,0,0,Good,13,16,53,12,1201,3906,5107
675,2012-11-05,2012,winter,November,Monday,0,1,Good,13,15,49,16,378,4881,5259
676,2012-11-06,2012,winter,November,Tuesday,0,1,Good,12,14,57,12,466,5220,5686
677,2012-11-07,2012,winter,November,Wednesday,0,1,Clouds/Mist,12,14,55,20,326,4709,5035
678,2012-11-08,2012,winter,November,Thursday,0,1,Good,14,17,33,23,340,4975,5315
679,2012-11-09,2012,winter,November,Friday,0,1,Good,15,18,54,14,709,5283,5992
680,2012-11-10,2012,winter,November,Saturday,0,0,Good,16,20,65,4,2090,4446,6536
681,2012-11-11,2012,winter,November,Sunday,0,0,Good,17,21,66,9,2290,4562,6852
682,2012-11-12,2012,winter,November,Monday,1,0,Good,20,24,74,12,1097,5172,6269
683,2012-11-13,2012,winter,November,Tuesday,0,1,Clouds/Mist,14,16,66,23,327,3767,4094
684,2012-11-14,2012,winter,November,Wednesday,0,1,Good,12,14,55,13,373,5122,5495
685,2012-11-15,2012,winter,November,Thursday,0,1,Clouds/Mist,13,16,62,10,320,5125,5445
686,2012-11-16,2012,winter,November,Friday,0,1,Good,14,17,52,11,484,5214,5698
687,2012-11-17,2012,winter,November,Saturday,0,0,Good,13,16,55,12,1313,4316,5629
688,2012-11-18,2012,winter,November,Sunday,0,0,Good,14,17,69,15,922,3747,4669
689,2012-11-19,2012,winter,November,Monday,0,1,Clouds/Mist,16,19,62,16,449,5050,5499
690,2012-11-20,2012,winter,November,Tuesday,0,1,Clouds/Mist,15,19,68,6,534,5100,5634
691,2012-11-21,2012,winter,November,Wednesday,0,1,Good,14,18,61,7,615,4531,5146
692,2012-11-22,2012,winter,November,Thursday,1,0,Good,14,18,58,4,955,1470,2425
693,2012-11-23,2012,winter,November,Friday,0,1,Good,15,19,57,10,1603,2307,3910
694,2012-11-24,2012,winter,November,Saturday,0,0,Good,11,12,40,25,532,1745,2277
695,2012-11-25,2012,winter,November,Sunday,0,0,Good,10,13,47,10,309,2115,2424
696,2012-11-26,2012,winter,November,Monday,0,1,Good,13,17,54,3,337,4750,5087
697,2012-11-27,2012,winter,November,Tuesday,0,1,Clouds/Mist,12,14,79,16,123,3836,3959
698,2012-11-28,2012,winter,November,Wednesday,0,1,Good,12,14,51,14,198,5062,5260
699,2012-11-29,2012,winter,November,Thursday,0,1,Good,12,15,56,8,243,5080,5323
700,2012-11-30,2012,winter,November,Friday,0,1,Good,12,16,65,4,362,5306,5668
701,2012-12-01,2012,winter,December,Saturday,0,0,Clouds/Mist,12,16,81,4,951,4240,5191
702,2012-12-02,2012,winter,December,Sunday,0,0,Clouds/Mist,14,18,82,8,892,3757,4649
703,2012-12-03,2012,winter,December,Monday,0,1,Good,19,23,77,6,555,5679,6234
704,2012-12-04,2012,winter,December,Tuesday,0,1,Good,20,23,73,12,551,6055,6606
705,2012-12-05,2012,winter,December,Wednesday,0,1,Good,18,21,48,22,331,5398,5729
706,2012-12-06,2012,winter,December,Thursday,0,1,Good,10,13,51,12,340,5035,5375
707,2012-12-07,2012,winter,December,Friday,0,1,Clouds/Mist,13,16,76,9,349,4659,5008
708,2012-12-08,2012,winter,December,Saturday,0,0,Clouds/Mist,16,19,91,7,1153,4429,5582
709,2012-12-09,2012,winter,December,Sunday,0,0,Clouds/Mist,16,20,91,11,441,2787,3228
710,2012-12-10,2012,winter,December,Monday,0,1,Clouds/Mist,18,22,92,13,329,4841,5170
711,2012-12-11,2012,winter,December,Tuesday,0,1,Clouds/Mist,14,17,60,20,282,5219,5501
712,2012-12-12,2012,winter,December,Wednesday,0,1,Clouds/Mist,12,15,54,11,310,5009,5319
713,2012-12-13,2012,winter,December,Thursday,0,1,Good,12,15,49,12,425,5107,5532
714,2012-12-14,2012,winter,December,Friday,0,1,Good,12,15,64,9,429,5182,5611
715,2012-12-15,2012,winter,December,Saturday,0,0,Good,13,17,65,7,767,4280,5047
716,2012-12-16,2012,winter,December,Sunday,0,0,Clouds/Mist,15,18,84,7,538,3248,3786
717,2012-12-17,2012,winter,December,Monday,0,1,Clouds/Mist,16,20,91,7,212,4373,4585
718,2012-12-18,2012,winter,December,Tuesday,0,1,Good,17,20,67,15,433,5124,5557
719,2012-12-19,2012,winter,December,Wednesday,0,1,Good,14,17,63,12,333,4934,5267
720,2012-12-20,2012,winter,December,Thursday,0,1,Clouds/Mist,14,17,67,9,314,3814,4128
721,2012-12-21,2012,spring,December,Friday,0,1,Clouds/Mist,13,15,56,25,221,3402,3623
722,2012-12-22,2012,spring,December,Saturday,0,0,Good,11,12,44,27,205,1544,1749
723,2012-12-23,2012,spring,December,Sunday,0,0,Good,10,13,52,9,408,1379,1787
724,2012-12-24,2012,spring,December,Monday,0,1,Clouds/Mist,9,13,79,5,174,746,920
725,2012-12-25,2012,spring,December,Tuesday,1,0,Clouds/Mist,12,15,73,11,440,573,1013
726,2012-12-26,2012,spring,December,Wednesday,0,1,Rain/Snow/Storm,10,11,82,21,9,432,441
727,2012-12-27,2012,spring,December,Thursday,0,1,Clouds/Mist,10,11,65,23,247,1867,2114
728,2012-12-28,2012,spring,December,Friday,0,1,Clouds/Mist,10,13,59,10,644,2451,3095
729,2012-12-29,2012,spring,December,Saturday,0,0,Clouds/Mist,10,12,75,8,159,1182,1341
730,2012-12-30,2012,spring,December,Sunday,0,0,Good,10,12,48,24,364,1432,1796
731,2012-12-31,2012,spring,December,Monday,0,1,Clouds/Mist,9,11,58,10,439,2290,2729
