cmedv,age,b,chas,crim,dis,indus,lat,lon,lstat,nox,ptratio,rad,rm,tax,town,tract,zn
17.9,100,28.79,0,18.811,1.5539,18.1,42.203,-71.047,34.37,0.597,20.2,24,4.628,666,Boston Downtown,709,0
16.3,100,210.97,0,28.6558,1.5894,18.1,42.2015,-71.0451,20.08,0.597,20.2,24,5.155,666,Boston Downtown,710,0
7,100,88.27,0,45.7461,1.6582,18.1,42.1985,-71.042,36.98,0.693,20.2,24,4.519,666,Boston Roxbury,801,0
7.2,100,27.25,0,18.0846,1.8347,18.1,42.1953,-71.0455,29.05,0.679,20.2,24,6.434,666,Boston Roxbury,802,0
7.5,90.8,21.57,0,10.8342,1.8195,18.1,42.1965,-71.0477,25.79,0.679,20.2,24,6.782,666,Boston Roxbury,803,0
10.4,89.1,127.36,0,25.9406,1.6475,18.1,42.2007,-71.0498,26.64,0.679,20.2,24,5.304,666,Boston Roxbury,805,0
8.8,100,16.45,0,73.5341,1.8026,18.1,42.1989,-71.0525,20.62,0.679,20.2,24,5.957,666,Boston Roxbury,807,0
8.4,76.5,48.45,0,11.8123,1.794,18.1,42.1999,-71.0586,22.74,0.718,20.2,24,6.824,666,Boston Roxbury,808,0
16.7,100,318.75,0,11.0874,1.8589,18.1,42.199,-71.0618,15.02,0.718,20.2,24,6.411,666,Boston Roxbury,809,0
14.2,95.3,319.98,0,7.02259,1.8746,18.1,42.2018,-71.065,15.7,0.718,20.2,24,6.006,666,Boston Roxbury,810,0
20.8,87.6,291.55,0,12.0482,1.9512,18.1,42.197,-71.0665,14.1,0.614,20.2,24,5.648,666,Boston Roxbury,811,0
13.4,85.1,2.52,0,7.05042,2.0218,18.1,42.1948,-71.0619,23.29,0.614,20.2,24,6.103,666,Boston Roxbury,812,0
11.7,70.6,3.65,0,8.79212,2.0635,18.1,42.192,-71.059,17.16,0.584,20.2,24,5.565,666,Boston Roxbury,813,0
8.3,95.4,7.68,0,15.8603,1.9096,18.1,42.1967,-71.0577,24.39,0.679,20.2,24,5.896,666,Boston Roxbury,814,0
10.2,59.7,24.65,0,12.2472,1.9976,18.1,42.1937,-71.0558,15.69,0.584,20.2,24,5.837,666,Boston Roxbury,815,0
10.9,78.7,18.82,0,37.6619,1.8629,18.1,42.1961,-71.0542,14.52,0.679,20.2,24,6.202,666,Boston Roxbury,816,0
11,78.1,96.73,0,7.36711,1.9356,18.1,42.194,-71.0521,21.52,0.679,20.2,24,6.193,666,Boston Roxbury,817,0
9.5,95.6,60.72,0,9.33889,1.9682,18.1,42.192,-71.0485,24.08,0.679,20.2,24,6.38,666,Boston Roxbury,818,0
14.5,86.1,83.45,0,8.49213,2.0527,18.1,42.189,-71.0547,17.64,0.584,20.2,24,6.348,666,Boston Roxbury,819,0
14.1,94.3,81.33,0,10.0623,2.0882,18.1,42.188,-71.0505,19.69,0.584,20.2,24,6.833,666,Boston Roxbury,820,0
16.1,74.8,97.95,0,6.44405,2.2004,18.1,42.1854,-71.052,12.03,0.584,20.2,24,6.425,666,Boston Roxbury,821,0
14.3,87.9,100.19,0,5.58107,2.3158,18.1,42.1815,-71.0495,16.22,0.713,20.2,24,6.436,666,Boston Savin Hill,901,0
11.7,95,100.63,0,13.9134,2.2222,18.1,42.1842,-71.0475,15.17,0.713,20.2,24,6.208,666,Boston Savin Hill,902,0
13.4,94.6,109.85,0,11.1604,2.1247,18.1,42.1867,-71.046,23.27,0.74,20.2,24,6.629,666,Boston Savin Hill,903,0
9.6,93.3,27.49,0,14.4208,2.0026,18.1,42.1893,-71.0455,18.05,0.74,20.2,24,6.461,666,Boston Savin Hill,904,0
8.2,100,9.32,0,15.1772,1.9142,18.1,42.1917,-71.0445,26.45,0.74,20.2,24,6.152,666,Boston Savin Hill,905,0
8.4,87.9,68.95,0,13.6781,1.8206,18.1,42.1938,-71.0445,34.02,0.74,20.2,24,5.935,666,Boston Savin Hill,906,0
12.8,93.9,396.9,0,9.39063,1.8172,18.1,42.194,-71.037,22.88,0.74,20.2,24,5.627,666,Boston Savin Hill,907,0
10.5,92.4,391.45,0,22.0511,1.8662,18.1,42.1925,-71.0321,22.11,0.74,20.2,24,5.818,666,Boston Savin Hill,908,0
17.1,97.2,385.96,0,9.72418,2.0651,18.1,42.185,-71.0345,19.52,0.74,20.2,24,6.406,666,Boston Savin Hill,910,0
14.8,100,395.69,0,5.66637,2.0048,18.1,42.189,-71.034,16.59,0.74,20.2,24,6.219,666,Boston Savin Hill,911,0
15.4,100,386.73,0,9.96654,1.9784,18.1,42.1892,-71.0378,18.85,0.74,20.2,24,6.485,666,Boston Savin Hill,912,0
10.8,96.6,240.52,0,12.8023,1.8956,18.1,42.192,-71.0405,23.79,0.74,20.2,24,5.854,666,Boston Savin Hill,913,0
11.8,94.8,43.06,0,10.6718,1.9879,18.1,42.189,-71.0425,23.98,0.74,20.2,24,6.459,666,Boston Savin Hill,914,0
14.9,96.4,318.01,0,6.28807,2.072,18.1,42.1868,-71.039,17.79,0.74,20.2,24,6.341,666,Boston Savin Hill,915,0
12.6,96.6,388.52,0,9.92485,2.198,18.1,42.184,-71.037,16.44,0.74,20.2,24,6.251,666,Boston Savin Hill,916,0
14.1,98.7,396.9,0,9.32909,2.2616,18.1,42.182,-71.04,18.13,0.713,20.2,24,6.185,666,Boston Savin Hill,917,0
13,98.3,304.21,0,7.52601,2.185,18.1,42.1845,-71.0428,19.31,0.713,20.2,24,6.417,666,Boston Savin Hill,918,0
13.4,92.6,0.32,0,6.71772,2.3236,18.1,42.181,-71.046,17.44,0.713,20.2,24,6.749,666,Boston Savin Hill,919,0
15.2,98.2,355.29,0,5.44114,2.3552,18.1,42.1795,-71.041,17.73,0.713,20.2,24,6.655,666,Boston Savin Hill,920,0
16.1,91.8,385.09,0,5.09017,2.3682,18.1,42.179,-71.034,17.27,0.713,20.2,24,6.297,666,Boston Savin Hill,921,0
17.8,99.3,375.87,0,8.24809,2.4527,18.1,42.177,-71.04,16.74,0.713,20.2,24,7.393,666,Boston Savin Hill,922,0
14.4,94.1,6.68,0,9.51363,2.4961,18.1,42.1768,-71.0455,18.71,0.713,20.2,24,6.728,666,Boston Savin Hill,923,0
14.1,86.5,50.92,0,4.75237,2.4358,18.1,42.178,-71.051,18.13,0.713,20.2,24,6.525,666,Boston Savin Hill,924,0
12.7,87.9,10.48,0,4.66883,2.5806,18.1,42.1735,-71.0517,19.01,0.713,20.2,24,5.976,666,Boston Dorchester,1001,0
13.5,80.3,3.5,0,8.20058,2.7792,18.1,42.17,-71.0515,16.94,0.713,20.2,24,5.936,666,Boston Dorchester,1002,0
14.9,83.7,272.21,0,7.75223,2.7831,18.1,42.169,-71.0475,16.23,0.713,20.2,24,6.301,666,Boston Dorchester,1003,0
20,84.4,396.9,0,6.80117,2.7175,18.1,42.169,-71.043,14.7,0.713,20.2,24,6.081,666,Boston Dorchester,1004,0
16.4,90,255.23,0,4.81213,2.5975,18.1,42.1728,-71.043,16.42,0.713,20.2,24,6.701,666,Boston Dorchester,1005,0
17.7,88.4,391.43,0,3.69311,2.5671,18.1,42.1745,-71.035,14.65,0.713,20.2,24,6.376,666,Boston Dorchester,1006,0
19.5,83,396.9,0,6.65492,2.7344,18.1,42.1695,-71.031,13.99,0.713,20.2,24,6.317,666,Boston Dorchester,1007,0
20.2,89.9,393.82,0,5.82115,2.8016,18.1,42.1675,-71.0358,10.29,0.713,20.2,24,6.513,666,Boston Dorchester,1008,0
21.4,65.4,396.9,0,7.83932,2.9634,18.1,42.164,-71.045,13.22,0.655,20.2,24,6.209,666,Boston Dorchester,1009,0
19.9,48.2,334.4,0,3.1636,3.0665,18.1,42.165,-71.055,14.13,0.655,20.2,24,5.759,666,Boston Dorchester,1010,0
19,84.7,22.01,0,3.77498,2.8715,18.1,42.1685,-71.055,17.15,0.655,20.2,24,5.952,666,Boston Dorchester,1011,0
19.1,94.5,331.29,0,4.42228,2.5403,18.1,42.178,-71.066,21.32,0.584,20.2,24,6.003,666,Boston Mattapan,1101,0
19.1,71,368.74,0,15.5757,2.9084,18.1,42.168,-71.07,18.13,0.58,20.2,24,5.926,666,Boston Mattapan,1102,0
20.1,56.7,396.9,0,13.0751,2.8237,18.1,42.1725,-71.069,14.76,0.58,20.2,24,5.713,666,Boston Mattapan,1103,0
19.9,84,396.9,0,4.34879,3.0334,18.1,42.168,-71.074,16.29,0.58,20.2,24,6.167,666,Boston Mattapan,1104,0
19.6,90.7,395.33,0,4.03841,3.0993,18.1,42.1698,-71.0825,12.87,0.532,20.2,24,6.229,666,Boston Mattapan,1105,0
23.2,75,393.37,0,3.56868,2.8965,18.1,42.175,-71.0833,14.36,0.58,20.2,24,6.437,666,Boston Mattapan,1106,0
29.8,67.6,374.68,0,4.64689,2.5329,18.1,42.184,-71.0732,11.66,0.614,20.2,24,6.98,666,Boston Forest Hills,1201,0
13.8,95.4,352.58,0,8.05579,2.4298,18.1,42.183,-71.055,18.14,0.584,20.2,24,5.427,666,Boston Forest Hills,1202,0
13.3,97.4,302.76,0,6.39312,2.206,18.1,42.1879,-71.0511,24.1,0.584,20.2,24,6.162,666,Boston Forest Hills,1203,0
16.7,93.6,396.21,0,4.87141,2.3053,18.1,42.188,-71.0565,18.68,0.614,20.2,24,6.484,666,Boston Forest Hills,1204,0
12,97.3,349.48,0,15.0234,2.1007,18.1,42.192,-71.0528,24.91,0.614,20.2,24,5.304,666,Boston Forest Hills,1205,0
14.6,96.7,379.7,0,10.233,2.1705,18.1,42.1913,-71.0558,18.03,0.614,20.2,24,6.185,666,Boston Forest Hills,1206,0
21.4,88,383.32,0,14.3337,1.9512,18.1,42.1945,-71.067,13.11,0.614,20.2,24,6.229,666,Boston Forest Hills,1207,0
23,64.7,396.9,0,5.82401,3.4242,18.1,42.174,-71.1008,10.74,0.532,20.2,24,6.242,666,Boston West Roxbury,1301,0
23.7,74.9,393.07,0,5.70818,3.3317,18.1,42.173,-71.095,7.74,0.532,20.2,24,6.75,666,Boston West Roxbury,1302,0
25,77,395.28,0,5.73116,3.4106,18.1,42.1665,-71.09,7.01,0.532,20.2,24,7.061,666,Boston West Roxbury,1303,0
21.8,40.3,392.92,0,2.81838,4.0983,18.1,42.1608,-71.0975,10.42,0.532,20.2,24,5.762,666,Boston West Roxbury,1304,0
20.6,41.9,370.73,0,2.37857,3.724,18.1,42.154,-71.0804,13.34,0.583,20.2,24,5.871,666,Boston Hyde Park,1401,0
21.2,51.9,388.62,0,3.67367,3.9917,18.1,42.1455,-71.075,10.58,0.583,20.2,24,6.312,666,Boston Hyde Park,1402,0
19.1,79.8,392.68,0,5.69175,3.5459,18.1,42.155,-71.0715,14.98,0.583,20.2,24,6.114,666,Boston Hyde Park,1403,0
20.6,53.2,388.22,0,4.83567,3.1523,18.1,42.161,-71.065,11.45,0.583,20.2,24,5.905,666,Boston Hyde Park,1404,0
15.2,92.7,395.09,0,0.15086,1.8209,27.74,42.2344,-71.0189,18.06,0.609,20.1,4,5.454,711,Chelsea,1601,0
7,98.3,344.05,0,0.18337,1.7554,27.74,42.2335,-71.0228,23.97,0.609,20.1,4,5.414,711,Chelsea,1602,0
8.1,98,318.43,0,0.20746,1.8226,27.74,42.2368,-71.0245,29.68,0.609,20.1,4,5.093,711,Chelsea,1604,0
13.6,98.8,390.11,0,0.10574,1.8681,27.74,42.2382,-71.016,18.07,0.609,20.1,4,5.983,711,Chelsea,1605,0
20.1,83.5,396.9,0,0.11132,2.1099,27.74,42.2447,-71.0297,13.35,0.609,20.1,4,5.983,711,Chelsea,1606,0
21.8,54,396.9,0,0.17331,2.3817,9.69,42.2462,-71.0125,12.01,0.585,19.2,6,5.707,391,Revere,1701,0
24.5,42.6,396.9,0,0.27957,2.3817,9.69,42.25,-71.0125,13.59,0.585,19.2,6,5.926,391,Revere,1702,0
23.1,28.8,393.29,0,0.17899,2.7986,9.69,42.2547,-71.0105,17.6,0.585,19.2,6,5.67,391,Revere,1703,0
19.7,72.9,396.9,0,0.2896,2.7986,9.69,42.2525,-71.001,21.14,0.585,19.2,6,5.39,391,Revere,1704,0
18.3,70.6,396.9,0,0.26838,2.8927,9.69,42.2496,-70.9947,14.1,0.585,19.2,6,5.794,391,Revere,1705,0
21.2,65.3,396.9,0,0.23912,2.4091,9.69,42.2455,-71.005,12.92,0.585,19.2,6,6.019,391,Revere,1706,0
17.5,73.5,395.77,0,0.17783,2.3999,9.69,42.243,-70.9985,15.1,0.585,19.2,6,5.569,391,Revere,1707,0
16.8,79.7,396.9,0,0.22438,2.4982,9.69,42.238,-70.992,14.33,0.585,19.2,6,6.027,391,Revere,1708,0
22.4,69.1,391.99,0,0.06263,2.4786,11.93,42.2312,-70.986,9.67,0.573,21,1,6.593,273,Winthrop,1801,0
20.6,76.7,396.9,0,0.04527,2.2875,11.93,42.2275,-70.991,9.08,0.573,21,1,6.12,273,Winthrop,1802,0
23.9,91,396.9,0,0.06076,2.1675,11.93,42.226,-70.9948,5.64,0.573,21,1,6.976,273,Winthrop,1803,0
22,89.3,393.45,0,0.10959,2.3889,11.93,42.224,-70.9875,6.48,0.573,21,1,6.794,273,Winthrop,1804,0
19,80.8,396.9,0,0.04741,2.505,11.93,42.221,-70.9825,7.88,0.573,21,1,6.03,273,Winthrop,1805,0
